"District","FIPS","Year","Gender","Variable","Measure Type","Value"
"Stonington School District","901173770","2011-2012","Female","Other Count","Number","-9999"
"Stonington School District","901173770","2011-2012","Male","Other Count","Number","-9999"
"Stonington School District","901173770","2011-2012","Female","Other Rate","Percent","-9999"
"Stonington School District","901173770","2011-2012","Male","Other Rate","Percent","-9999"
"Stonington School District","901173770","2012-2013","Female","Total Cohort Count","Number","88"
"Stonington School District","901173770","2012-2013","Male","Total Cohort Count","Number","114"
"Stonington School District","901173770","2012-2013","Female","Four Year Graduation Count","Number","83"
"Stonington School District","901173770","2012-2013","Male","Four Year Graduation Count","Number","109"
"Stonington School District","901173770","2012-2013","Female","Four Year Graduation Rate","Percent","94.3"
"Stonington School District","901173770","2012-2013","Male","Four Year Graduation Rate","Percent","95.6"
"Stonington School District","901173770","2012-2013","Female","Still Enrolled After Four Years Count","Number","-9999"
"Stonington School District","901173770","2012-2013","Male","Still Enrolled After Four Years Count","Number","-9999"
"Stonington School District","901173770","2012-2013","Female","Still Enrolled After Four Years Rate","Percent","-9999"
"Stonington School District","901173770","2012-2013","Male","Still Enrolled After Four Years Rate","Percent","-9999"
"Stonington School District","901173770","2012-2013","Female","Other Count","Number","-9999"
"Stonington School District","901173770","2012-2013","Male","Other Count","Number","-9999"
"Stonington School District","901173770","2012-2013","Female","Other Rate","Percent","-9999"
"Stonington School District","901173770","2012-2013","Male","Other Rate","Percent","-9999"
"Stonington School District","901173770","2013-2014","Female","Total Cohort Count","Number","92"
"Stonington School District","901173770","2013-2014","Male","Total Cohort Count","Number","85"
"Stonington School District","901173770","2013-2014","Female","Four Year Graduation Count","Number","90"
"Stonington School District","901173770","2013-2014","Male","Four Year Graduation Count","Number","75"
"Stonington School District","901173770","2013-2014","Female","Four Year Graduation Rate","Percent","97.8"
"Stonington School District","901173770","2013-2014","Male","Four Year Graduation Rate","Percent","88.2"
"Stonington School District","901173770","2013-2014","Female","Still Enrolled After Four Years Count","Number","-9999"
"Stonington School District","901173770","2013-2014","Male","Still Enrolled After Four Years Count","Number","-9999"
"Stonington School District","901173770","2013-2014","Female","Still Enrolled After Four Years Rate","Percent","-9999"
"Stonington School District","901173770","2013-2014","Male","Still Enrolled After Four Years Rate","Percent","-9999"
"Stonington School District","901173770","2013-2014","Female","Other Count","Number","-9999"
"Stonington School District","901173770","2013-2014","Male","Other Count","Number","-9999"
"Stonington School District","901173770","2013-2014","Female","Other Rate","Percent","-9999"
"Stonington School District","901173770","2013-2014","Male","Other Rate","Percent","-9999"
"Stonington School District","901173770","2014-2015","Female","Total Cohort Count","Number","108"
"Stonington School District","901173770","2014-2015","Male","Total Cohort Count","Number","92"
"Stonington School District","901173770","2014-2015","Female","Four Year Graduation Count","Number","103"
"Stonington School District","901173770","2014-2015","Male","Four Year Graduation Count","Number","78"
"Stonington School District","901173770","2014-2015","Female","Four Year Graduation Rate","Percent","95.4"
"Stonington School District","901173770","2014-2015","Male","Four Year Graduation Rate","Percent","84.8"
"Stonington School District","901173770","2014-2015","Female","Still Enrolled After Four Years Count","Number","-9999"
"Stonington School District","901173770","2014-2015","Male","Still Enrolled After Four Years Count","Number","-9999"
"Stonington School District","901173770","2014-2015","Female","Still Enrolled After Four Years Rate","Percent","-9999"
"Stonington School District","901173770","2014-2015","Male","Still Enrolled After Four Years Rate","Percent","-9999"
"Stonington School District","901173770","2014-2015","Female","Other Count","Number","-9999"
"Stonington School District","901173770","2014-2015","Male","Other Count","Number","-9999"
"Stonington School District","901173770","2014-2015","Female","Other Rate","Percent","-9999"
"Stonington School District","901173770","2014-2015","Male","Other Rate","Percent","-9999"
"Stonington School District","901173770","2015-2016","Female","Total Cohort Count","Number","84"
"Stonington School District","901173770","2015-2016","Male","Total Cohort Count","Number","110"
"Stonington School District","901173770","2015-2016","Female","Four Year Graduation Count","Number","81"
"Stonington School District","901173770","2015-2016","Male","Four Year Graduation Count","Number","99"
"Stonington School District","901173770","2015-2016","Female","Four Year Graduation Rate","Percent","96.4"
"Stonington School District","901173770","2015-2016","Male","Four Year Graduation Rate","Percent","90"
"Stonington School District","901173770","2015-2016","Female","Still Enrolled After Four Years Count","Number","-9999"
"Stonington School District","901173770","2015-2016","Male","Still Enrolled After Four Years Count","Number","-9999"
"Stonington School District","901173770","2015-2016","Female","Still Enrolled After Four Years Rate","Percent","-9999"
"Stonington School District","901173770","2015-2016","Male","Still Enrolled After Four Years Rate","Percent","-9999"
"Stonington School District","901173770","2015-2016","Female","Other Count","Number","-9999"
"Stonington School District","901173770","2015-2016","Male","Other Count","Number","-9999"
"Stonington School District","901173770","2015-2016","Female","Other Rate","Percent","-9999"
"Stonington School District","901173770","2015-2016","Male","Other Rate","Percent","-9999"
"Stonington School District","901173770","2016-2017","Female","Total Cohort Count","Number","93"
"Stonington School District","901173770","2016-2017","Male","Total Cohort Count","Number","90"
"Stonington School District","901173770","2016-2017","Female","Four Year Graduation Count","Number","86"
"Stonington School District","901173770","2016-2017","Male","Four Year Graduation Count","Number","78"
"Stonington School District","901173770","2016-2017","Female","Four Year Graduation Rate","Percent","92.5"
"Stonington School District","901173770","2016-2017","Male","Four Year Graduation Rate","Percent","86.7"
"Stonington School District","901173770","2016-2017","Female","Still Enrolled After Four Years Count","Number","-9999"
"Stonington School District","901173770","2016-2017","Male","Still Enrolled After Four Years Count","Number","-9999"
"Stonington School District","901173770","2016-2017","Female","Still Enrolled After Four Years Rate","Percent","-9999"
"Stonington School District","901173770","2016-2017","Male","Still Enrolled After Four Years Rate","Percent","-9999"
"Stonington School District","901173770","2016-2017","Female","Other Count","Number","-9999"
"Stonington School District","901173770","2016-2017","Male","Other Count","Number","-9999"
"Stonington School District","901173770","2016-2017","Female","Other Rate","Percent","-9999"
"Stonington School District","901173770","2016-2017","Male","Other Rate","Percent","-9999"
"Stratford School District","900174190","2010-2011","Female","Total Cohort Count","Number","307"
"Stratford School District","900174190","2010-2011","Male","Total Cohort Count","Number","274"
"Stratford School District","900174190","2010-2011","Female","Four Year Graduation Count","Number","282"
"Stratford School District","900174190","2010-2011","Male","Four Year Graduation Count","Number","230"
"Stratford School District","900174190","2010-2011","Female","Four Year Graduation Rate","Percent","91.9"
"Stratford School District","900174190","2010-2011","Male","Four Year Graduation Rate","Percent","83.9"
"Stratford School District","900174190","2010-2011","Female","Still Enrolled After Four Years Count","Number","9"
"Stratford School District","900174190","2010-2011","Male","Still Enrolled After Four Years Count","Number","17"
"Stratford School District","900174190","2010-2011","Female","Still Enrolled After Four Years Rate","Percent","2.9"
"Stratford School District","900174190","2010-2011","Male","Still Enrolled After Four Years Rate","Percent","6.2"
"Stratford School District","900174190","2010-2011","Female","Other Count","Number","16"
"Stratford School District","900174190","2010-2011","Male","Other Count","Number","27"
"Stratford School District","900174190","2010-2011","Female","Other Rate","Percent","5.2"
"Stratford School District","900174190","2010-2011","Male","Other Rate","Percent","9.9"
"Stratford School District","900174190","2011-2012","Female","Total Cohort Count","Number","302"
"Stratford School District","900174190","2011-2012","Male","Total Cohort Count","Number","283"
